No.;Time;Source;Destination;Protocol;Length;Info;;;;;;;;;Time 1
4403;65.065.155;52.109.56.20;192.168.100.17;TLSv1.2;105;Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;65065155
4404;65.065.670;192.168.100.17;52.109.56.20;TLSv1.2;394;Application Data;;;;;;;;;65065670
4405;65.065.718;192.168.100.17;52.109.56.20;TCP;1466;63214  >  443 [ACK] Seq=691 Ack=5985 Win=131072 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;65065718
4406;65.065.718;192.168.100.17;52.109.56.20;TLSv1.2;768;Application Data;;;;;;;;;65065718
4407;65.145.725;52.109.56.20;192.168.100.17;TCP;56;443  >  63214 [ACK] Seq=5985 Ack=2817 Win=525056 Len=0;;;;;;;;;65145725
4408;65.591.044;52.109.56.20;192.168.100.17;TLSv1.2;1013;Application Data;;;;;;;;;65591044
4409;65.595.758;192.168.100.17;52.109.56.20;TLSv1.2;393;Application Data;;;;;;;;;65595758
4410;65.595.810;192.168.100.17;52.109.56.20;TCP;1466;63214  >  443 [ACK] Seq=3156 Ack=6944 Win=130304 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;65595810
4411;65.595.810;192.168.100.17;52.109.56.20;TCP;1466;63214  >  443 [ACK] Seq=4568 Ack=6944 Win=130304 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;65595810
4412;65.595.810;192.168.100.17;52.109.56.20;TCP;1466;63214  >  443 [ACK] Seq=5980 Ack=6944 Win=130304 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;65595810
4413;65.595.810;192.168.100.17;52.109.56.20;TCP;1466;63214  >  443 [ACK] Seq=7392 Ack=6944 Win=130304 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;65595810
4414;65.595.810;192.168.100.17;52.109.56.20;TCP;1466;63214  >  443 [ACK] Seq=8804 Ack=6944 Win=130304 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;65595810
4415;65.595.810;192.168.100.17;52.109.56.20;TLSv1.2;558;Application Data;;;;;;;;;65595810
4416;65.672.457;52.109.56.20;192.168.100.17;TCP;56;443  >  63214 [ACK] Seq=6944 Ack=4568 Win=525056 Len=0;;;;;;;;;65672457
4417;65.672.457;52.109.56.20;192.168.100.17;TCP;56;443  >  63214 [ACK] Seq=6944 Ack=7392 Win=525056 Len=0;;;;;;;;;65672457
4418;65.673.224;52.109.56.20;192.168.100.17;TCP;56;443  >  63214 [ACK] Seq=6944 Ack=10216 Win=525056 Len=0;;;;;;;;;65673224
4419;65.714.095;52.109.56.20;192.168.100.17;TCP;56;443  >  63214 [ACK] Seq=6944 Ack=10720 Win=524544 Len=0;;;;;;;;;65714095
4420;65.778.312;52.109.56.20;192.168.100.17;TLSv1.2;1156;Application Data;;;;;;;;;65778312
4421;65.780.571;192.168.100.17;52.109.56.20;TCP;54;63214  >  443 [FIN, ACK] Seq=10720 Ack=8046 Win=131072 Len=0;;;;;;;;;65780571
4422;65.855.035;52.109.56.20;192.168.100.17;TCP;54;443  >  63214 [FIN, ACK] Seq=8046 Ack=10721 Win=524544 Len=0;;;;;;;;;65855035
4423;65.855.113;192.168.100.17;52.109.56.20;TCP;54;63214  >  443 [ACK] Seq=10721 Ack=8047 Win=131072 Len=0;;;;;;;;;65855113
4424;66.818.907;151.101.54.49;192.168.100.17;TLSv1.2;112;Application Data;;;;;;;;;66818907
4425;66.818.907;151.101.54.49;192.168.100.17;TLSv1.2;85;Encrypted Alert;;;;;;;;;66818907
4426;66.819.017;192.168.100.17;151.101.54.49;TCP;54;63135  >  443 [ACK] Seq=2 Ack=91 Win=64863 Len=0;;;;;;;;;66819017
4427;66.819.321;192.168.100.17;151.101.54.49;TCP;54;63135  >  443 [FIN, ACK] Seq=2 Ack=91 Win=64863 Len=0;;;;;;;;;66819321
4428;67.125.220;151.101.54.49;192.168.100.17;TCP;56;443  >  63135 [ACK] Seq=91 Ack=3 Win=13426 Len=0;;;;;;;;;67125220
4429;67.283.092;192.168.100.17;52.113.194.132;TCP;55;[TCP Keep-Alive] 63201  >  443 [ACK] Seq=1903 Ack=774 Win=130304 Len=1;;;;;;;;;67283092
4430;67.326.216;52.113.194.132;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  63201 [ACK] Seq=774 Ack=1904 Win=525056 Len=0 SLE=1903 SRE=1904;;;;;;;;;67326216
4431;67.793.946;192.168.100.17;40.74.79.81;TCP;55;[TCP Keep-Alive] 63202  >  443 [ACK] Seq=1831 Ack=6972 Win=130048 Len=1;;;;;;;;;67793946
4432;67.885.060;40.74.79.81;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  63202 [ACK] Seq=6972 Ack=1832 Win=525056 Len=0 SLE=1831 SRE=1832;;;;;;;;;67885060
4433;71.015.054;192.168.100.17;74.125.200.103;TCP;55;[TCP Keep-Alive] 63199  >  443 [ACK] Seq=1 Ack=1 Win=64952 Len=1;;;;;;;;;71015054
4434;71.079.109;74.125.200.103;192.168.100.17;TCP;54;[TCP Keep-Alive ACK] 443  >  63199 [ACK] Seq=1 Ack=2 Win=65535 Len=0;;;;;;;;;71079109
4478;73.728.695;192.168.100.17;31.13.95.60;TCP;55;[TCP Keep-Alive] 63203  >  443 [ACK] Seq=2606 Ack=778 Win=64952 Len=1;;;;;;;;;73728695
4479;73.787.729;31.13.95.60;192.168.100.17;TCP;54;[TCP Keep-Alive ACK] 443  >  63203 [ACK] Seq=778 Ack=2607 Win=65535 Len=0;;;;;;;;;73787729
4500;77.605.006;192.168.100.17;74.125.200.103;TCP;55;[TCP Keep-Alive] 63196  >  443 [ACK] Seq=1 Ack=1 Win=64952 Len=1;;;;;;;;;77605006
4501;77.633.947;74.125.200.103;192.168.100.17;TCP;54;[TCP Keep-Alive ACK] 443  >  63196 [ACK] Seq=1 Ack=2 Win=65535 Len=0;;;;;;;;;77633947
4551;83.864.624;192.168.100.17;35.186.224.25;TCP;55;[TCP Keep-Alive] 55370  >  443 [ACK] Seq=175 Ack=735 Win=512 Len=1;;;;;;;;;83864624
4552;83.897.290;35.186.224.25;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  55370 [ACK] Seq=735 Ack=176 Win=597 Len=0 SLE=175 SRE=176;;;;;;;;;83897290
4553;84.123.241;192.168.100.17;35.186.224.13;TCP;55;[TCP Keep-Alive] 65460  >  443 [ACK] Seq=2986 Ack=1664 Win=508 Len=1;;;;;;;;;84123241
4554;84.150.039;192.168.100.17;185.184.8.65;TCP;55;[TCP Keep-Alive] 63120  >  443 [ACK] Seq=1 Ack=1 Win=63718 Len=1;;;;;;;;;84150039
4555;84.157.722;35.186.224.13;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  65460 [ACK] Seq=1664 Ack=2987 Win=791 Len=0 SLE=2986 SRE=2987;;;;;;;;;84157722
4556;84.433.904;185.184.8.65;192.168.100.17;TCP;56;[TCP Keep-Alive ACK] 443  >  63120 [ACK] Seq=1 Ack=2 Win=63784 Len=0;;;;;;;;;84433904
4557;84.921.905;192.168.100.17;157.240.208.60;TLSv1.2;85;Application Data;;;;;;;;;84921905
4558;84.935.791;157.240.208.60;192.168.100.17;TCP;56;443  >  63179 [ACK] Seq=115 Ack=125 Win=65535 Len=0;;;;;;;;;84935791
4559;85.148.458;157.240.208.60;192.168.100.17;TLSv1.2;92;Application Data;;;;;;;;;85148458
4560;85.198.170;192.168.100.17;157.240.208.60;TCP;54;63179  >  443 [ACK] Seq=125 Ack=153 Win=63929 Len=0;;;;;;;;;85198170
4562;88.288.346;192.168.100.17;74.125.24.188;TCP;55;[TCP Keep-Alive] 55327  >  5228 [ACK] Seq=1 Ack=1 Win=64278 Len=1;;;;;;;;;88288346
4563;88.333.389;74.125.24.188;192.168.100.17;TCP;54;[TCP Keep-Alive ACK] 5228  >  55327 [ACK] Seq=1 Ack=2 Win=65535 Len=0;;;;;;;;;88333389
4564;89.024.579;192.168.100.17;52.163.231.110;TLSv1.2;112;Application Data;;;;;;;;;89024579
4565;89.028.045;13.67.74.235;192.168.100.17;TLSv1.2;352;Application Data;;;;;;;;;89028045
4566;89.030.216;192.168.100.17;13.67.74.235;TLSv1.2;96;Application Data;;;;;;;;;89030216
4567;89.054.184;52.163.231.110;192.168.100.17;TLSv1.2;101;Application Data;;;;;;;;;89054184
4568;89.061.864;192.168.100.17;13.67.74.235;TLSv1.2;219;Application Data;;;;;;;;;89061864
4569;89.088.603;13.67.74.235;192.168.100.17;TCP;54;443  >  63080 [ACK] Seq=896 Ack=622 Win=2048 Len=0;;;;;;;;;89088603
4570;89.094.403;192.168.100.17;52.163.231.110;TCP;54;63081  >  443 [ACK] Seq=175 Ack=142 Win=256 Len=0;;;;;;;;;89094403
4571;90.112.733;192.168.100.17;35.186.224.47;TLSv1.2;97;Application Data;;;;;;;;;90112733
4572;90.128.185;35.186.224.47;192.168.100.17;TCP;54;443  >  65379 [ACK] Seq=121 Ack=173 Win=272 Len=0;;;;;;;;;90128185
4573;90.194.585;35.186.224.47;192.168.100.17;TLSv1.2;94;Application Data;;;;;;;;;90194585
4574;90.244.212;192.168.100.17;35.186.224.47;TCP;54;65379  >  443 [ACK] Seq=173 Ack=161 Win=255 Len=0;;;;;;;;;90244212
4575;90.917.037;192.168.100.17;35.186.224.39;TLSv1.2;97;Application Data;;;;;;;;;90917037
4576;90.931.987;35.186.224.39;192.168.100.17;TCP;56;443  >  65458 [ACK] Seq=472 Ack=130 Win=272 Len=0;;;;;;;;;90931987
4577;90.991.602;35.186.224.39;192.168.100.17;TLSv1.2;94;Application Data;;;;;;;;;90991602
4578;91.036.641;192.168.100.17;35.186.224.39;TCP;54;65458  >  443 [ACK] Seq=130 Ack=512 Win=508 Len=0;;;;;;;;;91036641
4579;91.705.729;192.168.100.17;35.186.224.25;TCP;55;[TCP Keep-Alive] 55359  >  443 [ACK] Seq=687 Ack=126 Win=512 Len=1;;;;;;;;;91705729
4580;91.719.496;35.186.224.25;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  55359 [ACK] Seq=126 Ack=688 Win=1048 Len=0 SLE=687 SRE=688;;;;;;;;;91719496
4583;92.439.675;192.168.100.17;13.107.213.59;TCP;66;63215  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;92439675
4584;92.465.934;13.107.213.59;192.168.100.17;TCP;66;443  >  63215 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM=1;;;;;;;;;92465934
4585;92.466.095;192.168.100.17;13.107.213.59;TCP;54;63215  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0;;;;;;;;;92466095
4586;92.466.519;192.168.100.17;13.107.213.59;TLSv1.2;567;Client Hello;;;;;;;;;92466519
4587;92.486.055;13.107.213.59;192.168.100.17;TCP;54;443  >  63215 [ACK] Seq=1 Ack=514 Win=524544 Len=0;;;;;;;;;92486055
4588;92.487.318;13.107.213.59;192.168.100.17;TLSv1.2;208;Server Hello, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;92487318
4589;92.487.364;192.168.100.17;13.107.213.59;TCP;54;63215  >  443 [ACK] Seq=514 Ack=155 Win=261888 Len=0;;;;;;;;;92487364
4590;92.488.068;192.168.100.17;13.107.213.59;TLSv1.2;105;Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;92488068
4591;92.493.891;192.168.100.17;20.197.71.89;TLSv1.2;97;Application Data;;;;;;;;;92493891
4592;92.494.649;192.168.100.17;13.107.213.59;TLSv1.2;141;Application Data;;;;;;;;;92494649
4593;92.494.773;192.168.100.17;13.107.213.59;TLSv1.2;391;Application Data;;;;;;;;;92494773
4594;92.505.701;13.107.213.59;192.168.100.17;TCP;56;443  >  63215 [ACK] Seq=155 Ack=565 Win=524544 Len=0;;;;;;;;;92505701
4595;92.507.029;13.107.213.59;192.168.100.17;TLSv1.2;123;Application Data;;;;;;;;;92507029
4596;92.507.090;192.168.100.17;13.107.213.59;TCP;54;63215  >  443 [ACK] Seq=989 Ack=224 Win=261888 Len=0;;;;;;;;;92507090
4597;92.507.242;192.168.100.17;13.107.213.59;TLSv1.2;92;Application Data;;;;;;;;;92507242
4598;92.519.295;13.107.213.59;192.168.100.17;TCP;56;443  >  63215 [ACK] Seq=224 Ack=652 Win=524544 Len=0;;;;;;;;;92519295
4599;92.522.227;13.107.213.59;192.168.100.17;TLSv1.2;92;Application Data;;;;;;;;;92522227
4600;92.522.274;192.168.100.17;13.107.213.59;TCP;54;63215  >  443 [ACK] Seq=1027 Ack=262 Win=261632 Len=0;;;;;;;;;92522274
4601;92.522.465;13.107.213.59;192.168.100.17;TLSv1.2;618;Application Data;;;;;;;;;92522465
4602;92.522.501;192.168.100.17;13.107.213.59;TCP;54;63215  >  443 [ACK] Seq=1027 Ack=826 Win=261120 Len=0;;;;;;;;;92522501
4603;92.524.848;13.107.213.59;192.168.100.17;TLSv1.2;92;Application Data;;;;;;;;;92524848
4604;92.524.884;192.168.100.17;13.107.213.59;TCP;54;63215  >  443 [ACK] Seq=1027 Ack=864 Win=261120 Len=0;;;;;;;;;92524884
4605;92.527.345;20.197.71.89;192.168.100.17;TLSv1.2;228;Application Data;;;;;;;;;92527345
4606;92.529.606;13.107.213.59;192.168.100.17;TCP;56;443  >  63215 [ACK] Seq=864 Ack=1027 Win=524032 Len=0;;;;;;;;;92529606
4607;92.577.315;192.168.100.17;20.197.71.89;TCP;54;63072  >  443 [ACK] Seq=130 Ack=523 Win=257 Len=0;;;;;;;;;92577315
4608;93.442.859;31.13.95.60;192.168.100.17;TLSv1.3;93;Application Data;;;;;;;;;93442859
4609;93.442.859;31.13.95.60;192.168.100.17;TCP;54;443  >  63203 [FIN, ACK] Seq=817 Ack=2607 Win=65535 Len=0;;;;;;;;;93442859
4610;93.442.983;192.168.100.17;31.13.95.60;TCP;54;63203  >  443 [ACK] Seq=2607 Ack=818 Win=64913 Len=0;;;;;;;;;93442983
4611;93.443.193;192.168.100.17;31.13.95.60;TCP;54;63203  >  443 [FIN, ACK] Seq=2607 Ack=818 Win=64913 Len=0;;;;;;;;;93443193
4612;93.455.374;31.13.95.60;192.168.100.17;TCP;56;443  >  63203 [ACK] Seq=818 Ack=2608 Win=65535 Len=0;;;;;;;;;93455374
4613;95.161.385;192.168.100.17;162.159.133.234;TLSv1.2;105;Application Data;;;;;;;;;95161385
4614;95.182.130;162.159.133.234;192.168.100.17;TCP;56;443  >  63063 [ACK] Seq=65 Ack=154 Win=76 Len=0;;;;;;;;;95182130
4615;95.228.902;192.168.100.17;13.107.213.59;TLSv1.2;102;Application Data;;;;;;;;;95228902
4616;95.242.931;13.107.213.59;192.168.100.17;TCP;56;443  >  63215 [ACK] Seq=864 Ack=1075 Win=524032 Len=0;;;;;;;;;95242931
4617;95.246.499;13.107.213.59;192.168.100.17;TLSv1.2;286;Application Data;;;;;;;;;95246499
4618;95.246.499;13.107.213.59;192.168.100.17;TLSv1.2;92;Application Data;;;;;;;;;95246499
4619;95.246.604;192.168.100.17;13.107.213.59;TCP;54;63215  >  443 [ACK] Seq=1075 Ack=1134 Win=260864 Len=0;;;;;;;;;95246604
4620;95.491.265;162.159.133.234;192.168.100.17;TLSv1.2;86;Application Data;;;;;;;;;95491265
4621;95.523.391;192.168.100.17;35.186.224.47;TLSv1.2;89;Application Data;;;;;;;;;95523391
4622;95.531.123;192.168.100.17;162.159.133.234;TCP;54;63063  >  443 [ACK] Seq=154 Ack=97 Win=510 Len=0;;;;;;;;;95531123
4623;95.546.271;35.186.224.47;192.168.100.17;TCP;56;443  >  65461 [ACK] Seq=94 Ack=141 Win=266 Len=0;;;;;;;;;95546271
4624;95.610.593;35.186.224.47;192.168.100.17;TLSv1.2;85;Application Data;;;;;;;;;95610593
4625;95.652.891;192.168.100.17;35.186.224.47;TCP;54;65461  >  443 [ACK] Seq=141 Ack=125 Win=509 Len=0;;;;;;;;;95652891
4626;99.922.706;192.168.100.17;157.240.208.60;TLSv1.2;85;Application Data;;;;;;;;;99922706
4627;99.937.507;157.240.208.60;192.168.100.17;TCP;56;443  >  63179 [ACK] Seq=153 Ack=156 Win=65535 Len=0;;;;;;;;;99937507
4628;100.206.899;157.240.208.60;192.168.100.17;TLSv1.2;92;Application Data;;;;;;;;;100206899
4629;100.252.228;192.168.100.17;13.107.213.59;TLSv1.2;224;Application Data;;;;;;;;;100252228
4630;100.252.371;192.168.100.17;13.107.213.59;TLSv1.2;97;Application Data;;;;;;;;;100252371
4631;100.260.740;192.168.100.17;157.240.208.60;TCP;54;63179  >  443 [ACK] Seq=156 Ack=191 Win=63891 Len=0;;;;;;;;;100260740
4632;100.278.410;13.107.213.59;192.168.100.17;TCP;56;443  >  63215 [ACK] Seq=1134 Ack=1245 Win=523776 Len=0;;;;;;;;;100278410
4633;100.304.311;13.107.213.59;192.168.100.17;TCP;56;443  >  63215 [ACK] Seq=1134 Ack=1288 Win=523776 Len=0;;;;;;;;;100304311
4634;100.306.822;13.107.213.59;192.168.100.17;TLSv1.2;394;Application Data;;;;;;;;;100306822
4635;100.306.822;13.107.213.59;192.168.100.17;TLSv1.2;369;Application Data;;;;;;;;;100306822
4636;100.306.822;13.107.213.59;192.168.100.17;TLSv1.2;92;Application Data;;;;;;;;;100306822
4637;100.306.892;192.168.100.17;13.107.213.59;TCP;54;63215  >  443 [ACK] Seq=1288 Ack=1827 Win=262144 Len=0;;;;;;;;;100306892
4664;105.477.737;192.168.100.17;104.199.240.237;SSL;65;Continuation Data;;;;;;;;;105477737
4665;105.556.276;104.199.240.237;192.168.100.17;SSL;65;Continuation Data;;;;;;;;;105556276
4666;105.605.152;192.168.100.17;104.199.240.237;TCP;54;63071  >  443 [ACK] Seq=12 Ack=23 Win=512 Len=0;;;;;;;;;105605152
4697;109.742.334;192.168.100.17;52.109.12.20;TCP;66;63216  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;109742334
4698;109.776.952;192.168.100.17;104.26.14.183;TCP;55;[TCP Keep-Alive] 63100  >  443 [ACK] Seq=1 Ack=1 Win=64952 Len=1;;;;;;;;;109776952
4699;109.814.311;104.26.14.183;192.168.100.17;TCP;54;[TCP Keep-Alive ACK] 443  >  63100 [ACK] Seq=1 Ack=2 Win=65535 Len=0;;;;;;;;;109814311
4700;110.036.657;52.109.12.20;192.168.100.17;TCP;66;443  >  63216 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM=1;;;;;;;;;110036657
4701;110.036.836;192.168.100.17;52.109.12.20;TCP;54;63216  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0;;;;;;;;;110036836
4702;110.037.815;192.168.100.17;52.109.12.20;TLSv1.2;249;Client Hello;;;;;;;;;110037815
4703;110.341.536;52.109.12.20;192.168.100.17;TCP;1466;443  >  63216 [ACK] Seq=1 Ack=196 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;110341536
4704;110.341.536;52.109.12.20;192.168.100.17;TCP;1466;443  >  63216 [ACK] Seq=1413 Ack=196 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;110341536
4705;110.341.536;52.109.12.20;192.168.100.17;TCP;1466;443  >  63216 [ACK] Seq=2825 Ack=196 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;110341536
4706;110.341.536;52.109.12.20;192.168.100.17;TCP;1466;443  >  63216 [ACK] Seq=4237 Ack=196 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;110341536
4707;110.341.536;52.109.12.20;192.168.100.17;TLSv1.2;209;Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done;;;;;;;;;110341536
4708;110.341.670;192.168.100.17;52.109.12.20;TCP;54;63216  >  443 [ACK] Seq=196 Ack=5804 Win=131072 Len=0;;;;;;;;;110341670
4709;110.348.218;192.168.100.17;52.109.12.20;TLSv1.2;212;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;110348218
4711;110.645.888;52.109.12.20;192.168.100.17;TLSv1.2;105;Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;110645888
4713;110.648.710;192.168.100.17;52.109.12.20;TLSv1.2;708;Application Data;;;;;;;;;110648710
4714;110.748.415;13.107.21.200;192.168.100.17;TCP;56;443  >  63200 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0;;;;;;;;;110748415
4715;111.056.220;52.109.12.20;192.168.100.17;TLSv1.2;441;Application Data;;;;;;;;;111056220
4716;111.105.735;192.168.100.17;52.109.12.20;TCP;54;63216  >  443 [ACK] Seq=1008 Ack=6242 Win=130816 Len=0;;;;;;;;;111105735
4717;112.332.865;192.168.100.17;52.113.194.132;TCP;55;[TCP Keep-Alive] 63201  >  443 [ACK] Seq=1903 Ack=774 Win=130304 Len=1;;;;;;;;;112332865
4718;112.361.481;52.113.194.132;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  63201 [ACK] Seq=774 Ack=1904 Win=525056 Len=0 SLE=1903 SRE=1904;;;;;;;;;112361481
4719;112.892.718;192.168.100.17;40.74.79.81;TCP;55;[TCP Keep-Alive] 63202  >  443 [ACK] Seq=1831 Ack=6972 Win=130048 Len=1;;;;;;;;;112892718
4720;112.920.749;192.168.100.17;157.240.208.60;TLSv1.2;85;Application Data;;;;;;;;;112920749
4721;112.933.978;157.240.208.60;192.168.100.17;TCP;56;443  >  63179 [ACK] Seq=191 Ack=187 Win=65535 Len=0;;;;;;;;;112933978
4722;112.984.320;40.74.79.81;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  63202 [ACK] Seq=6972 Ack=1832 Win=525056 Len=0 SLE=1831 SRE=1832;;;;;;;;;112984320
4723;113.205.898;157.240.208.60;192.168.100.17;TLSv1.2;92;Application Data;;;;;;;;;113205898
4724;113.252.927;192.168.100.17;157.240.208.60;TCP;54;63179  >  443 [ACK] Seq=187 Ack=229 Win=63853 Len=0;;;;;;;;;113252927
4725;115.356.250;52.113.194.132;192.168.100.17;TCP;56;443  >  63204 [RST, ACK] Seq=6834 Ack=2058 Win=0 Len=0;;;;;;;;;115356250
4726;116.093.284;192.168.100.17;74.125.200.103;TCP;55;[TCP Keep-Alive] 63199  >  443 [ACK] Seq=1 Ack=1 Win=64952 Len=1;;;;;;;;;116093284
4728;116.120.570;74.125.200.103;192.168.100.17;TCP;54;[TCP Keep-Alive ACK] 443  >  63199 [ACK] Seq=1 Ack=2 Win=65535 Len=0;;;;;;;;;116120570
4729;118.438.550;192.168.100.17;157.240.208.60;TLSv1.2;174;Application Data;;;;;;;;;118438550
4730;118.453.508;157.240.208.60;192.168.100.17;TCP;56;443  >  63179 [ACK] Seq=229 Ack=307 Win=65535 Len=0;;;;;;;;;118453508
4731;118.737.742;157.240.208.60;192.168.100.17;TLSv1.2;88;Application Data;;;;;;;;;118737742
4732;118.790.937;192.168.100.17;157.240.208.60;TCP;54;63179  >  443 [ACK] Seq=307 Ack=263 Win=63819 Len=0;;;;;;;;;118790937
4733;120.111.149;192.168.100.17;35.186.224.47;TLSv1.2;97;Application Data;;;;;;;;;120111149
4735;120.128.627;35.186.224.47;192.168.100.17;TCP;54;443  >  65379 [ACK] Seq=161 Ack=216 Win=272 Len=0;;;;;;;;;120128627
4737;120.190.287;35.186.224.47;192.168.100.17;TLSv1.2;94;Application Data;;;;;;;;;120190287
4739;120.235.446;192.168.100.17;35.186.224.47;TCP;54;65379  >  443 [ACK] Seq=216 Ack=201 Win=255 Len=0;;;;;;;;;120235446
4740;120.579.849;157.240.208.60;192.168.100.17;TLSv1.2;520;Application Data;;;;;;;;;120579849
4741;120.579.849;157.240.208.60;192.168.100.17;TCP;1334;443  >  63179 [ACK] Seq=729 Ack=307 Win=65535 Len=1280 [TCP segment of a reassembled PDU];;;;;;;;;120579849
4742;120.579.974;192.168.100.17;157.240.208.60;TCP;54;63179  >  443 [ACK] Seq=307 Ack=2009 Win=64952 Len=0;;;;;;;;;120579974
4743;120.580.113;157.240.208.60;192.168.100.17;TLSv1.2;287;Application Data;;;;;;;;;120580113
4744;120.580.113;157.240.208.60;192.168.100.17;TCP;1334;443  >  63179 [ACK] Seq=2242 Ack=307 Win=65535 Len=1280 [TCP segment of a reassembled PDU];;;;;;;;;120580113
4745;120.580.113;157.240.208.60;192.168.100.17;TLSv1.2;156;Application Data;;;;;;;;;120580113
4746;120.580.171;192.168.100.17;157.240.208.60;TCP;54;63179  >  443 [ACK] Seq=307 Ack=3624 Win=64952 Len=0;;;;;;;;;120580171
4747;120.990.854;157.240.208.60;192.168.100.17;TLSv1.2;128;Application Data;;;;;;;;;120990854
4748;121.032.985;192.168.100.17;157.240.208.60;TCP;54;63179  >  443 [ACK] Seq=307 Ack=3698 Win=64878 Len=0;;;;;;;;;121032985
4749;121.068.537;157.240.208.60;192.168.100.17;TLSv1.2;102;Application Data;;;;;;;;;121068537
4751;121.112.790;192.168.100.17;157.240.208.60;TCP;54;63179  >  443 [ACK] Seq=307 Ack=3746 Win=64830 Len=0;;;;;;;;;121112790
4757;121.920.413;192.168.100.17;35.186.224.39;TLSv1.2;97;Application Data;;;;;;;;;121920413
4758;121.935.370;35.186.224.39;192.168.100.17;TCP;56;443  >  65458 [ACK] Seq=512 Ack=173 Win=272 Len=0;;;;;;;;;121935370
4760;121.994.476;35.186.224.39;192.168.100.17;TLSv1.2;94;Application Data;;;;;;;;;121994476
4762;122.043.401;192.168.100.17;35.186.224.39;TCP;54;65458  >  443 [ACK] Seq=173 Ack=552 Win=508 Len=0;;;;;;;;;122043401
4769;122.639.416;192.168.100.17;74.125.200.103;TCP;55;[TCP Keep-Alive] 63196  >  443 [ACK] Seq=1 Ack=1 Win=64952 Len=1;;;;;;;;;122639416
4770;122.664.043;74.125.200.103;192.168.100.17;TCP;54;[TCP Keep-Alive ACK] 443  >  63196 [ACK] Seq=1 Ack=2 Win=65535 Len=0;;;;;;;;;122664043
4777;126.541.011;192.168.100.17;35.186.224.47;TLSv1.2;89;Application Data;;;;;;;;;126541011
4778;126.562.498;35.186.224.47;192.168.100.17;TCP;56;443  >  65461 [ACK] Seq=125 Ack=176 Win=266 Len=0;;;;;;;;;126562498
4779;126.624.314;35.186.224.47;192.168.100.17;TLSv1.2;85;Application Data;;;;;;;;;126624314
4780;126.677.135;192.168.100.17;35.186.224.47;TCP;54;65461  >  443 [ACK] Seq=176 Ack=156 Win=509 Len=0;;;;;;;;;126677135
4782;128.902.643;192.168.100.17;35.186.224.25;TCP;55;[TCP Keep-Alive] 55370  >  443 [ACK] Seq=175 Ack=735 Win=512 Len=1;;;;;;;;;128902643
4783;128.944.277;35.186.224.25;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  55370 [ACK] Seq=735 Ack=176 Win=597 Len=0 SLE=175 SRE=176;;;;;;;;;128944277
4784;129.065.074;192.168.100.17;52.163.231.110;TLSv1.2;112;Application Data;;;;;;;;;129065074
4785;129.090.587;13.67.74.235;192.168.100.17;TLSv1.2;354;Application Data;;;;;;;;;129090587
4786;129.092.694;192.168.100.17;13.67.74.235;TLSv1.2;96;Application Data;;;;;;;;;129092694
